Ship Mode,Segment,Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
28989,Same Day,Consumer,Office Supplies,21.84,3,0.0,10.26,6.5,Critical
28990,Second Class,Consumer,Office Supplies,102.9,2,0.0,25.68,6.11,Medium
28991,Standard Class,Home Office,Furniture,75.36,5,0.2,20.724,6.02,Medium
28992,Second Class,Home Office,Furniture,53.109,3,0.3,-18.981,5.93,High
28993,Second Class,Consumer,Office Supplies,23.652,2,0.1,8.892,5.39,Critical
28994,Standard Class,Consumer,Office Supplies,29.64,3,0.0,3.84,4.42,High
28995,Standard Class,Consumer,Furniture,60.84,3,0.0,19.4688,4.42,Medium
28996,Standard Class,Consumer,Office Supplies,79.29,3,0.0,7.11,4.39,Medium
28997,Standard Class,Home Office,Office Supplies,53.64,1,0.0,20.37,4.15,Low
28998,Second Class,Consumer,Office Supplies,43.2,4,0.0,21.6,3.77,Medium
28999,First Class,Consumer,Office Supplies,63.27,3,0.0,11.97,3.45,High
29000,Standard Class,Consumer,Office Supplies,67.365,5,0.1,-1.635,3.42,High
29001,Standard Class,Home Office,Office Supplies,21.96,2,0.0,4.14,3.03,Low
29002,Standard Class,Consumer,Furniture,47.64,1,0.0,10.47,2.64,Medium
29003,Standard Class,Consumer,Office Supplies,35.73,3,0.0,8.55,2.59,Medium
29004,First Class,Corporate,Office Supplies,20.736,4,0.2,7.2576,2.41,High
29005,Standard Class,Consumer,Office Supplies,34.6,2,0.0,16.608,2.23,Medium
29006,Standard Class,Consumer,Office Supplies,21.816,2,0.4,0.696,1.38,Medium
29007,Second Class,Consumer,Office Supplies,21.48,2,0.0,5.76,1.36,High
29008,Standard Class,Corporate,Office Supplies,13.632,4,0.2,3.5784,1.07,High
29009,Standard Class,Consumer,Office Supplies,33.02,2,0.0,15.8496,0.98,Medium
29010,First Class,Corporate,Office Supplies,6.129,3,0.7,-4.4946,0.94,High
29011,Standard Class,Home Office,Office Supplies,9.156,2,0.7,-6.104,0.77,Medium
29012,Standard Class,Home Office,Office Supplies,11.952,3,0.2,4.3326,0.61,Medium
29013,Standard Class,Home Office,Office Supplies,4.536,7,0.7,-3.3264,0.41,Medium
29014,Standard Class,Consumer,Technology,3712.59,7,0.17,849.87,302.99,Medium
29015,Standard Class,Home Office,Office Supplies,1658.88,8,0.0,282.0,147.64,Medium
29016,First Class,Consumer,Furniture,483.136,4,0.2,54.3528,136.72,High
29017,Standard Class,Consumer,Technology,1331.253,6,0.15,-172.287,100.17,Medium
29018,First Class,Consumer,Furniture,370.944,7,0.4,6.104,90.0,High
29019,Standard Class,Consumer,Technology,1078.0455,5,0.17,-103.9545,81.42,Medium
29020,First Class,Consumer,Office Supplies,219.84,4,0.0,107.7216,74.66,Critical
29021,Standard Class,Corporate,Technology,566.97,3,0.0,153.0819,71.66,High
29022,First Class,Consumer,Furniture,319.41,5,0.1,7.098,65.72,Critical
29023,Standard Class,Corporate,Technology,636.3,2,0.5,-165.48,63.81,Medium
29024,First Class,Consumer,Furniture,239.666,2,0.15,14.098,63.65,Critical
29025,Standard Class,Corporate,Office Supplies,704.92,2,0.0,190.32,60.83,Medium
29026,First Class,Consumer,Furniture,266.352,3,0.2,-13.3176,58.7,High
29027,First Class,Consumer,Furniture,166.68,1,0.0,34.98,47.94,High
29028,Standard Class,Consumer,Technology,576.7112,4,0.402,-50.1688,44.08,Medium
29029,First Class,Consumer,Office Supplies,208.56,6,0.0,52.14,42.76,Critical
29030,Standard Class,Corporate,Furniture,376.866,3,0.4,-213.5574,39.68,Medium
29031,Standard Class,Consumer,Technology,1622.565,3,0.15,133.605,33.81,Medium
29032,Second Class,Consumer,Furniture,264.06,6,0.0,95.04,33.02,Medium
29033,Standard Class,Home Office,Technology,581.55,5,0.0,174.45,32.08,Medium
29034,Standard Class,Corporate,Furniture,665.1,2,0.0,212.82,31.56,Medium
29035,First Class,Consumer,Technology,123.24,1,0.0,3.69,30.88,High
29036,Standard Class,Consumer,Technology,356.6178,3,0.17,133.1478,25.4,Medium
29037,Standard Class,Home Office,Technology,231.516,2,0.4,-69.504,22.0,Medium
29038,Second Class,Consumer,Office Supplies,176.94,6,0.0,37.08,21.9,Medium
29039,First Class,Consumer,Office Supplies,84.84,7,0.4,-24.08,21.22,High
29040,Standard Class,Consumer,Furniture,213.444,2,0.7,-341.516,19.62,Medium
29041,Standard Class,Consumer,Office Supplies,111.96,2,0.0,54.8604,17.26,High
29042,Standard Class,Consumer,Furniture,262.602,2,0.1,14.562,17.22,Medium
29043,Same Day,Corporate,Office Supplies,87.504,3,0.2,6.504,15.91,Critical
29044,First Class,Consumer,Office Supplies,98.04,4,0.0,22.44,14.87,High
29045,First Class,Consumer,Technology,109.9485,3,0.47,-18.7515,14.31,High
29046,First Class,Home Office,Technology,304.2,6,0.0,5.94,13.8,Medium
29047,Standard Class,Corporate,Office Supplies,131.7708,3,0.17,38.0808,12.83,Medium
29048,First Class,Consumer,Office Supplies,48.057,2,0.17,-8.703,12.66,High
29049,Standard Class,Consumer,Technology,151.92,2,0.5,-48.66,12.04,Medium
29050,Standard Class,Corporate,Furniture,212.976,2,0.2,15.936,11.87,Medium
29051,First Class,Consumer,Office Supplies,32.4,5,0.0,15.552,11.03,Critical
29052,Standard Class,Corporate,Technology,166.83,2,0.5,-143.49,10.37,Medium
29053,Standard Class,Consumer,Furniture,162.3228,2,0.27,-2.2572,10.29,Medium
29054,First Class,Consumer,Office Supplies,48.48,4,0.2,16.362,10.18,Critical
29055,Second Class,Consumer,Office Supplies,149.58,3,0.0,0.0,9.96,Medium
29056,Standard Class,Consumer,Office Supplies,128.88,6,0.4,-51.6,9.87,Medium
29057,Second Class,Consumer,Office Supplies,40.74,3,0.0,0.4074,7.81,Critical
29058,Standard Class,Consumer,Furniture,96.32,4,0.2,-19.28,6.6,Medium
29059,First Class,Consumer,Technology,30.0,2,0.0,3.3,6.01,Critical
29060,First Class,Home Office,Office Supplies,107.28,6,0.0,36.36,5.96,Medium
29061,Standard Class,Consumer,Technology,97.332,1,0.6,-24.348,5.69,Medium
29062,Standard Class,Consumer,Office Supplies,76.275,5,0.5,-76.275,5.06,Medium
29063,First Class,Consumer,Technology,20.964,2,0.7,-48.916,4.7,High
29064,Standard Class,Consumer,Office Supplies,68.25,5,0.0,9.45,4.49,Medium
29065,Standard Class,Consumer,Office Supplies,48.72,4,0.6,-12.24,4.43,Medium
29066,First Class,Corporate,Office Supplies,17.145,3,0.5,-7.245,4.03,High
29067,Standard Class,Consumer,Office Supplies,57.432,2,0.4,-25.848,3.84,Medium
29068,Standard Class,Corporate,Office Supplies,79.68,2,0.17,-15.36,3.78,Medium
29069,First Class,Consumer,Office Supplies,22.5,6,0.0,10.8,3.7,Critical
29070,Standard Class,Consumer,Office Supplies,42.84,3,0.0,21.42,3.63,Medium
29071,Standard Class,Consumer,Office Supplies,47.208,7,0.4,-8.792,3.18,Medium
29072,Standard Class,Corporate,Furniture,56.79,3,0.0,8.46,3.15,Medium
29073,Second Class,Consumer,Office Supplies,47.232,4,0.4,-19.008,2.77,Medium
29074,Standard Class,Corporate,Office Supplies,28.44,2,0.0,0.0,2.75,Medium
29075,First Class,Consumer,Office Supplies,14.56,2,0.0,6.9888,2.69,Critical
29076,Standard Class,Corporate,Office Supplies,48.06,3,0.0,12.96,2.53,Medium
29077,Standard Class,Home Office,Office Supplies,28.476,2,0.4,-4.764,1.93,Medium
29078,Standard Class,Corporate,Office Supplies,9.84,3,0.0,2.8536,1.76,High
29079,Standard Class,Home Office,Office Supplies,22.716,2,0.4,3.756,1.75,Medium
29080,First Class,Home Office,Office Supplies,64.26,2,0.0,32.1,1.75,Medium
29081,Standard Class,Consumer,Office Supplies,27.0,2,0.0,8.64,1.58,Medium
29082,Standard Class,Corporate,Office Supplies,33.0,4,0.0,0.24,1.25,Medium
29083,Standard Class,Corporate,Office Supplies,16.74,2,0.0,0.66,1.14,Medium
29084,Standard Class,Home Office,Office Supplies,12.672,2,0.4,-4.248,1.03,Medium
29085,Standard Class,Corporate,Office Supplies,7.96,2,0.0,3.7412,1.01,High
29086,Standard Class,Consumer,Office Supplies,12.57,1,0.0,3.87,0.99,Medium
29087,Second Class,Consumer,Office Supplies,5.82,1,0.0,0.68,0.79,High
29088,Standard Class,Consumer,Office Supplies,8.208,2,0.4,-3.592,0.76,Medium
29089,Standard Class,Consumer,Office Supplies,22.416,4,0.4,-13.104,0.66,Medium
29090,Standard Class,Consumer,Office Supplies,6.192,4,0.6,-7.848,0.5,Medium
29091,Standard Class,Consumer,Office Supplies,19.404,1,0.4,-0.976,0.48,Medium
29092,First Class,Consumer,Office Supplies,1.68,1,0.0,0.84,0.43,Critical
29093,Standard Class,Home Office,Technology,3404.5,5,0.0,1668.205,419.06,High
29094,Same Day,Consumer,Office Supplies,1560.24,3,0.0,421.2,247.99,High
29095,First Class,Consumer,Furniture,1467.36,4,0.0,469.44,243.14,High
29096,First Class,Consumer,Technology,587.16,4,0.0,146.76,118.43,High
29097,Second Class,Consumer,Technology,590.1174,3,0.002,69.7374,106.68,Critical
29098,Second Class,Consumer,Furniture,540.192,6,0.2,141.792,91.01,High
29099,First Class,Consumer,Technology,458.4,4,0.0,73.32,87.4,High
29100,Second Class,Consumer,Office Supplies,370.818,3,0.1,-41.202,87.17,Critical
29101,Standard Class,Consumer,Furniture,835.056,2,0.1,-27.864,86.35,Medium
29102,First Class,Consumer,Furniture,607.824,4,0.1,60.744,80.27,Medium
29103,First Class,Corporate,Furniture,523.41,5,0.27,-179.34,77.5,Medium
29104,Standard Class,Home Office,Furniture,863.82,6,0.0,0.0,76.99,High
29105,Standard Class,Consumer,Technology,1106.19,10,0.1,208.89,75.09,Medium
29106,Standard Class,Consumer,Office Supplies,1019.52,8,0.1,79.2,69.85,Medium
29107,Standard Class,Home Office,Furniture,1031.82,2,0.0,20.58,69.17,Medium
29108,Standard Class,Corporate,Technology,618.72,4,0.0,37.08,61.39,Low
29109,Second Class,Consumer,Technology,963.36,4,0.0,154.08,60.59,Medium
29110,Standard Class,Home Office,Office Supplies,572.481,13,0.1,127.101,48.09,Medium
29111,Standard Class,Consumer,Technology,533.2527,3,0.07,206.3727,44.25,Medium
29112,Second Class,Corporate,Office Supplies,1950.372,9,0.6,-1121.688,40.57,Medium
29113,Standard Class,Consumer,Technology,529.98,2,0.0,238.44,36.26,Medium
29114,Standard Class,Home Office,Furniture,180.12,1,0.0,5.4,30.91,Low
29115,Second Class,Consumer,Furniture,155.25,3,0.0,46.575,28.25,High
29116,First Class,Consumer,Technology,350.6193,1,0.07,82.9293,26.85,Medium
29117,Standard Class,Consumer,Furniture,537.705,5,0.37,-213.495,26.33,Medium
29118,Same Day,Consumer,Office Supplies,133.2,5,0.0,11.85,25.89,High
29119,Standard Class,Home Office,Technology,529.98,2,0.0,238.44,24.85,Medium
29120,Standard Class,Consumer,Technology,340.2585,3,0.17,32.7285,24.57,Medium
29121,Standard Class,Consumer,Technology,474.0,8,0.0,9.36,23.17,Medium
29122,Standard Class,Consumer,Furniture,248.418,2,0.7,-173.922,21.85,Medium
29123,Standard Class,Home Office,Technology,305.3625,5,0.15,104.0625,18.87,Medium
29124,Standard Class,Consumer,Office Supplies,677.46,14,0.0,210.0,17.8,Medium
29125,First Class,Home Office,Office Supplies,90.855,5,0.1,2.955,17.62,High
29126,Second Class,Corporate,Technology,123.93,2,0.5,-84.33,17.3,Medium
29127,Standard Class,Corporate,Technology,326.18632,2,0.002,64.70632,16.78,Medium
29128,Standard Class,Consumer,Furniture,345.597,1,0.3,9.867,16.49,Medium
29129,Standard Class,Home Office,Technology,267.96,1,0.0,77.7,16.43,High
29130,Standard Class,Corporate,Furniture,268.164,2,0.1,5.904,15.36,Medium
29131,Second Class,Corporate,Technology,192.528,3,0.65,-275.112,14.55,Medium
29132,Second Class,Corporate,Furniture,245.04,2,0.0,9.78,14.26,Medium
29133,First Class,Corporate,Office Supplies,118.0629,3,0.27,-12.9771,13.54,Medium
29134,Standard Class,Corporate,Technology,138.768,2,0.4,-92.512,13.45,Medium
29135,First Class,Consumer,Office Supplies,146.352,3,0.2,-32.9292,13.28,Medium
29136,Standard Class,Corporate,Technology,302.04,4,0.4,-151.08,13.16,Medium
29137,Second Class,Corporate,Technology,130.455,3,0.5,-73.125,13.15,Medium
29138,Standard Class,Home Office,Office Supplies,226.08,12,0.0,18.0,13.15,High
29139,First Class,Corporate,Office Supplies,56.64,1,0.6,-60.9,12.49,High
29140,Standard Class,Home Office,Furniture,222.24,2,0.0,44.4,11.71,Medium
29141,First Class,Corporate,Furniture,43.95,1,0.0,1.74,11.18,Critical
29142,Standard Class,Consumer,Office Supplies,161.4,5,0.0,35.5,10.72,Medium
29143,Standard Class,Consumer,Office Supplies,76.96,8,0.0,9.92,10.71,High
29144,Standard Class,Consumer,Furniture,97.56,2,0.0,12.66,10.28,High
29145,Standard Class,Home Office,Technology,101.34,3,0.0,8.1072,10.04,High
29146,Standard Class,Consumer,Furniture,135.594,3,0.1,-6.066,9.9,Medium
29147,First Class,Consumer,Office Supplies,51.312,3,0.2,17.9592,9.52,High
29148,Second Class,Corporate,Office Supplies,101.04,2,0.0,29.28,9.23,Medium
29149,Standard Class,Consumer,Office Supplies,122.148,4,0.1,-13.572,9.16,Medium
29150,Second Class,Corporate,Office Supplies,48.195,2,0.15,19.275,8.98,High
29151,Standard Class,Consumer,Office Supplies,175.4703,3,0.17,35.8803,8.81,Medium
29152,Standard Class,Consumer,Office Supplies,103.599,3,0.1,2.259,8.52,Medium
29153,Standard Class,Consumer,Office Supplies,101.52,5,0.1,26.97,8.4,Medium
29154,Standard Class,Consumer,Office Supplies,133.44,8,0.0,65.28,8.06,Medium
29155,Second Class,Corporate,Office Supplies,49.74,1,0.0,11.91,7.86,Medium
29156,Standard Class,Consumer,Office Supplies,96.39,7,0.1,41.58,7.85,Medium
29157,Standard Class,Corporate,Office Supplies,94.77,9,0.0,25.38,7.43,Low
29158,Standard Class,Corporate,Office Supplies,50.94,3,0.0,1.44,7.12,Low
29159,Standard Class,Consumer,Office Supplies,133.2,5,0.0,11.85,7.02,Medium
29160,Standard Class,Consumer,Technology,116.883,1,0.1,-7.797,6.69,Medium
29161,Standard Class,Consumer,Office Supplies,72.9,6,0.1,0.0,6.54,Medium
29162,Standard Class,Consumer,Furniture,75.519,1,0.1,32.709,6.5,Medium
29163,Standard Class,Consumer,Office Supplies,143.736,5,0.47,-13.614,5.84,Medium
29164,Standard Class,Home Office,Office Supplies,121.86,6,0.0,40.14,5.55,Medium
29165,Standard Class,Corporate,Technology,130.08232,2,0.602,-131.39768,5.55,Medium
29166,Standard Class,Consumer,Office Supplies,44.4,2,0.0,3.96,5.49,High
29167,First Class,Corporate,Office Supplies,23.592,2,0.6,-23.028,5.12,High
29168,Standard Class,Corporate,Office Supplies,80.0,5,0.0,34.4,5.08,Medium
29169,Standard Class,Corporate,Technology,45.024,2,0.2,-1.136,5.03,High
29170,Standard Class,Home Office,Office Supplies,89.73,3,0.0,35.82,4.99,Medium
29171,Same Day,Consumer,Furniture,35.406,2,0.3,-8.094,4.96,High
29172,Standard Class,Corporate,Office Supplies,79.47,3,0.0,9.45,4.94,Medium
29173,Standard Class,Consumer,Technology,76.392,1,0.6,-93.588,4.77,Medium
29174,Standard Class,Corporate,Technology,125.37,3,0.0,0.0,4.73,Medium
29175,Standard Class,Consumer,Office Supplies,70.8504,8,0.47,-26.8296,4.62,Medium
29176,Standard Class,Corporate,Office Supplies,64.5,5,0.0,22.5,4.51,Medium
29177,Standard Class,Consumer,Office Supplies,64.64,4,0.2,2.4,4.43,Medium
29178,Standard Class,Corporate,Office Supplies,59.88,4,0.0,21.48,4.4,Medium
29179,Standard Class,Consumer,Furniture,90.891,1,0.7,-166.659,4.39,Medium
29180,First Class,Corporate,Office Supplies,12.69,1,0.0,5.82,4.01,High
29181,Standard Class,Consumer,Office Supplies,104.4,6,0.0,9.36,3.73,Medium
29182,Standard Class,Consumer,Office Supplies,70.56,3,0.0,1.35,3.65,Medium
29183,First Class,Corporate,Office Supplies,22.6092,4,0.17,7.8492,3.65,Medium
29184,Second Class,Corporate,Office Supplies,100.26,4,0.5,-58.26,3.64,Medium
29185,First Class,Consumer,Office Supplies,12.9,1,0.0,5.01,3.6,High
29186,Standard Class,Home Office,Office Supplies,27.864,2,0.4,-3.276,3.28,Medium
29187,First Class,Corporate,Office Supplies,25.4718,3,0.47,-15.9282,3.07,Medium
29188,Standard Class,Consumer,Office Supplies,45.792,8,0.47,-35.568,3.05,Medium
29189,Second Class,Corporate,Office Supplies,42.72,8,0.0,17.28,3.04,Medium
29190,Standard Class,Consumer,Office Supplies,39.96,6,0.0,16.38,2.9,High
29191,Standard Class,Corporate,Office Supplies,30.132,6,0.7,-57.348,2.8,High
29192,Standard Class,Corporate,Office Supplies,49.41,1,0.0,11.85,2.77,Medium
29193,First Class,Consumer,Office Supplies,24.51,1,0.0,9.78,2.61,High
29194,Standard Class,Corporate,Office Supplies,32.0,5,0.6,-13.6,2.58,Medium
29195,Standard Class,Home Office,Office Supplies,33.0,2,0.0,15.84,2.45,Medium
29196,Standard Class,Consumer,Furniture,59.19,1,0.0,5.31,2.4,Medium
29197,Standard Class,Consumer,Office Supplies,30.784,8,0.6,-36.256,2.2,Medium
29198,First Class,Corporate,Office Supplies,9.36,4,0.8,-16.38,2.1,High
29199,Second Class,Consumer,Office Supplies,14.03,1,0.0,4.0687,1.76,High
29200,First Class,Corporate,Office Supplies,12.224,2,0.2,4.4312,1.76,High
29201,Standard Class,Consumer,Office Supplies,14.28,1,0.0,6.54,1.68,Medium
29202,Standard Class,Consumer,Office Supplies,30.213,3,0.1,10.053,1.66,Medium
29203,Standard Class,Consumer,Furniture,39.024,2,0.4,-1.976,1.65,High
29204,Standard Class,Corporate,Office Supplies,13.8,1,0.0,1.08,1.49,Low
29205,Second Class,Corporate,Office Supplies,26.64,2,0.0,10.92,1.48,Medium
29206,Standard Class,Consumer,Furniture,26.016,2,0.6,-14.984,1.43,Medium
29207,Standard Class,Home Office,Furniture,17.61,1,0.0,8.79,1.38,Medium
29208,Standard Class,Consumer,Office Supplies,26.25,1,0.0,8.64,1.33,Medium
29209,Second Class,Home Office,Office Supplies,13.95,1,0.0,6.39,1.23,Medium
29210,Standard Class,Corporate,Office Supplies,7.812,1,0.7,-9.378,1.15,High
29211,Standard Class,Corporate,Office Supplies,10.74,1,0.0,3.96,1.13,Low
29212,Standard Class,Consumer,Office Supplies,16.686,2,0.1,-0.954,0.94,Medium
29213,Standard Class,Consumer,Office Supplies,5.91,1,0.0,0.51,0.91,High
29214,First Class,Consumer,Office Supplies,127.44,1,0.1,9.9,0.78,High
29215,First Class,Consumer,Furniture,57.69,1,0.0,2.88,0.7,High
29216,Second Class,Home Office,Office Supplies,12.36,1,0.0,3.45,0.58,High
29217,Second Class,Corporate,Office Supplies,6.12,1,0.0,0.24,0.54,Medium
29218,Standard Class,Consumer,Furniture,84.72,1,0.0,11.85,0.5,High
29219,First Class,Corporate,Office Supplies,18.2214,3,0.47,-3.1086,0.47,Medium
29220,Standard Class,Consumer,Office Supplies,23.598,2,0.1,2.598,0.42,Medium
29221,Standard Class,Consumer,Office Supplies,5.004,1,0.7,-11.196,0.4,Medium
29222,First Class,Corporate,Office Supplies,2.304,4,0.8,-3.5712,0.39,High
29223,Standard Class,Home Office,Office Supplies,6.81,1,0.0,1.89,0.33,Medium
29224,Standard Class,Corporate,Office Supplies,16.98,1,0.0,0.48,0.23,Medium
29225,Standard Class,Consumer,Office Supplies,3.216,1,0.6,-1.464,0.21,Medium
29226,Standard Class,Home Office,Office Supplies,23.1,2,0.0,5.52,0.16,Medium
29227,Standard Class,Corporate,Office Supplies,3.456,1,0.4,-1.744,0.16,Medium
29228,Standard Class,Corporate,Office Supplies,1658.64,8,0.0,431.04,152.16,Medium
29229,Standard Class,Home Office,Technology,1207.08,4,0.0,36.12,100.36,Medium
29230,Standard Class,Consumer,Furniture,701.616,3,0.2,-35.124,61.84,Medium
29231,Standard Class,Consumer,Furniture,332.019,3,0.1,55.269,37.06,Low
29232,Standard Class,Home Office,Office Supplies,223.83,5,0.1,67.08,31.55,High
29233,Same Day,Home Office,Furniture,259.136,4,0.2,-25.9136,31.15,High
29234,Standard Class,Home Office,Office Supplies,304.74,9,0.0,5.94,17.06,Medium
29235,Standard Class,Corporate,Office Supplies,268.32,2,0.0,24.12,8.59,Medium
29236,Standard Class,Home Office,Office Supplies,111.024,2,0.1,19.704,8.13,High
29237,First Class,Corporate,Office Supplies,42.24,4,0.0,16.4,7.61,High
29238,Standard Class,Home Office,Technology,110.64,2,0.0,37.6,5.8,Medium
29239,First Class,Corporate,Office Supplies,26.24,1,0.0,12.84,3.85,High
29240,Standard Class,Home Office,Office Supplies,34.0326,3,0.27,0.9126,3.35,Medium
29241,Standard Class,Consumer,Office Supplies,44.736,6,0.6,-45.864,2.66,Medium
29242,Standard Class,Consumer,Office Supplies,31.428,2,0.1,-2.472,1.8,Medium
29243,Standard Class,Home Office,Office Supplies,32.04,2,0.0,10.88,1.38,Medium
29244,Standard Class,Home Office,Office Supplies,13.47,1,0.0,0.66,1.18,Medium
29245,Standard Class,Consumer,Office Supplies,13.904,2,0.2,4.5188,0.84,Medium
29246,Standard Class,Home Office,Office Supplies,28.44,2,0.0,0.54,0.77,Medium
29247,First Class,Corporate,Technology,1863.0,8,0.1,393.24,339.06,High
29248,First Class,Corporate,Furniture,424.158,2,0.3,-133.362,86.62,High
29249,Standard Class,Consumer,Technology,519.96,4,0.0,176.7864,68.63,High
29250,First Class,Corporate,Office Supplies,256.095,5,0.1,105.195,65.4,High
29251,Standard Class,Consumer,Technology,698.058,3,0.1,62.028,31.14,Medium
